id,source,Latitude,Longitude,Permanent_Identifier,GNIS_Name,GNIS_ID,dist_dd,Station,Description,Slope,notes,lake_abbv,FDate,Resolution,AreaSqKm,Elevation,ReachCode,FType,FCode,VisibilityFilter,Shape_Length,Shape_Area,NHDPlusID,VPUID,NW
3506,centers,38.6560280679687,-106.604021649219,69188627,Boulder Lake,188992,6.6667299082029e-4,NA,NA,NA,NA,NA,2003-02-03T16:00:00Z,2,0.03,NA,14020003000529,390,39004,0,0.00794185547629784,3.15510717019903e-6,41000700072980,1402,no
3507,centers,38.8323089359375,-107.078028210938,65880523,NA,NA,6.6118259388917e-4,NA,NA,NA,NA,NA,2012-10-28T17:00:00Z,2,0.02793283,3164.1288,14020001000546,390,39009,0,0.00698164077222457,2.89782510654419e-6,41000700073972,1402,no
3508,centers,38.3468876757813,-107.622085216406,64478920,NA,NA,4.193755557735e-4,NA,NA,NA,NA,NA,2012-10-28T17:00:00Z,2,0.01184926,NA,14020002007786,390,39004,0,0.00510949520485922,1.22112641954211e-6,41000700074207,1402,no
3509,centers,38.7114382523438,-106.852482035156,120012991,NA,NA,3.8471708141154e-4,NA,NA,NA,NA,NA,2004-03-16T05:34:21Z,2,0.016,NA,14020001003291,436,43601,0,0.00585286777853253,1.65632810384521e-6,41000700074014,1402,no
3510,centers,38.9866341792969,-106.606403416797,65882083,NA,NA,3.7897040855633e-4,NA,NA,NA,NA,NA,2003-01-05T16:00:00Z,2,0.01,NA,14020001002707,390,39001,0,0.00465754218976314,1.06107057447407e-6,41000700073040,1402,no
3511,centers,38.9510926800781,-106.596440515234,65882121,NA,NA,3.9260838326312e-4,NA,NA,NA,NA,NA,2003-01-05T16:00:00Z,2,0.011,NA,14020001000515,390,39004,0,0.00447043412400597,1.11775976984494e-6,41000700074131,1402,no
3512,centers,38.8618930037109,-106.46830937207,65884247,Texas Lakes,189099,5.8143313281622e-4,NA,NA,NA,NA,NA,2012-10-28T17:00:00Z,2,0.02206233,2743.2,14020001000549,390,39009,0,0.0069313930224239,2.28974361734779e-6,41000700074139,1402,no
3513,centers,39.0402279,-106.6697449,65880737,Ptarmigan Lake,196602,5.749746827653e-4,NA,NA,NA,NA,NA,2007-10-07T06:18:26Z,2,0.021,NA,14020001000504,390,39004,0,0.00668949059091728,2.18801881990001e-6,41000700074164,1402,no
3514,centers,38.4048379621094,-108.183905669141,75551367,NA,NA,4.9213446095491e-4,NA,NA,NA,NA,NA,2012-10-28T17:00:00Z,2,0.01307656,2447.544,14020005005316,390,39009,0,0.00443002453357908,1.34866690024977e-6,41000700074169,1402,no
3515,centers,38.985927471875,-107.723379859375,68576902,Barrow Reservoir,186308,5.5204421262525e-4,NA,NA,NA,NA,NA,2003-01-29T16:00:00Z,2,0.016,NA,14020004003962,390,39001,0,0.00513014586907873,1.71292678803778e-6,41000700073226,1402,no
3516,centers,38.9843340630859,-106.878493106836,65877603,Twin Lakes,188767,8.2864326999587e-4,NA,NA,NA,NA,NA,2003-01-05T16:00:00Z,2,0.033,NA,14020001000510,390,39004,0,0.00746289305611585,3.45345806482501e-6,41000700073035,1402,no
3517,centers,39.0445057353515,-107.965595548633,75556875,Hotel Lake,175282,0.00107587408193605,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.15,NA,14020005001305,390,39004,0,0.0256301557651008,1.55761253672234e-5,41000700073325,1402,no
3518,centers,39.040509540625,-107.966328990625,75556895,Alexander Lake,175275,9.7081222945174e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.123,NA,14020005001318,390,39004,0,0.0247421051690882,1.28118748357761e-5,41000700073326,1402,no
3519,centers,38.1573212742188,-106.884276102344,69195431,McDonough Reservoir,190007,7.0555046030868e-4,NA,NA,NA,NA,NA,2003-02-03T16:00:00Z,2,0.129,NA,14020003000548,390,39004,0,0.0293581948155546,1.32777168276337e-5,41000700073127,1402,no
3520,centers,38.8228199390625,-106.968392585938,65874779,NA,NA,4.3035110146552e-4,NA,NA,NA,NA,NA,2012-10-28T17:00:00Z,2,0.01288066,3399.1296,14020001000548,390,39009,0,0.0050281969536127,1.33609590253969e-6,41000700073350,1402,no
3521,centers,38.1106549011719,-107.776101341797,70226097,Lake Otonawanda,188590,0.00157786932940318,NA,NA,NA,NA,NA,2012-10-28T17:00:00Z,2,0.10848314,2599.944,14020006000536,390,39009,0,0.0128300512024661,1.11440888520607e-5,41000700073154,1402,no
3522,centers,38.1091583945312,-107.793728741406,70226101,West Lake,188589,6.1164238341181e-4,NA,NA,NA,NA,NA,2012-10-28T17:00:00Z,2,0.01635314,2615.184,14020006000535,390,39009,0,0.00491488503557131,1.67986236812146e-6,41000700073155,1402,no
3523,centers,38.5062547191406,-108.358760896484,75550933,Bullfrog Reservoir,185627,4.1539159321696e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.023,NA,14020005001455,390,39004,0,0.0082425324214671,2.3936080947929e-6,41000700073167,1402,no
3524,centers,39.0516370371094,-107.919718759766,75556855,NA,NA,5.7231656299035e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.029,NA,14020005001302,390,39004,0,0.00777465783501951,2.98488407960823e-6,41000700073172,1402,no
3525,centers,39.0601296685547,-107.833385868555,75563945,Kehmeier Reservoir,175389,0.00110458915247859,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.085,NA,14020005001482,390,39001,0,0.0132699249751937,8.89039444353555e-6,41000700073180,1402,no
3526,centers,39.0027677246094,-108.046000723828,75565191,Basin Reservoir Number 2,174721,6.3213016967493e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.047,NA,14020005001369,390,39001,0,0.0128837497648287,4.86984320265404e-6,41000700073184,1402,no
3527,centers,38.857626309375,-107.202012271875,68569982,Dollar Lake,186660,7.0313792939602e-4,NA,NA,NA,NA,NA,2007-10-27T02:42:02Z,2,0.022,NA,14020004000670,390,39004,0,0.00558795591043583,2.29128588620928e-6,41000700073242,1402,no
3528,centers,38.4813951070312,-108.254270032031,75565409,NA,NA,3.9891282836491e-4,NA,NA,NA,NA,NA,2007-11-27T02:29:23Z,2,0.011,NA,14020005006146,390,39004,0,0.00479819217161155,1.10265730100145e-6,41000700073244,1402,no
3529,centers,39.0596335390625,-107.923563667187,75556797,Bullfinch Reservoir Number 1,175295,4.7530464417584e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.017,NA,14020005001278,390,39004,0,0.00657669004888983,1.73728667462239e-6,41000700073500,1402,no
3530,centers,38.9940865210937,-107.734620447656,68576892,Lost Hunter Reservoir,186309,3.5823660792575e-4,NA,NA,NA,NA,NA,2003-01-29T16:00:00Z,2,0.019,NA,14020004003957,390,39001,0,0.00727858640559783,1.95334124503477e-6,41000700073559,1402,no
3531,centers,38.9338419238281,-106.647270014453,65878541,Lily Pond,188812,0.00176770860984113,NA,NA,NA,NA,NA,2007-10-07T06:05:59Z,2,0.193,NA,14020001000521,390,39004,0,0.0207731435010711,2.0069787071068e-5,41000700073577,1402,no
3532,centers,38.057058765039,-107.682056303711,70228205,Lake Lenore,188632,7.2585369497984e-4,NA,NA,NA,NA,NA,2012-10-28T17:00:00Z,2,0.04199311,2449.3728,14020006000539,390,39009,0,0.00997200048788184,4.31068783112761e-6,41000700073578,1402,no
3533,centers,38.5162387314453,-106.960956749805,64460061,NA,NA,2.3687403555385e-4,NA,NA,NA,NA,NA,2010-06-02T09:27:01Z,2,0.012,NA,14020003007272,390,39004,0,0.00850628181587243,1.21059915846143e-6,41000700073593,1402,no
3534,centers,39.0217277201172,-107.673313706055,68574374,Willow Reservoir,175415,8.5873262561326e-4,NA,NA,NA,NA,NA,2003-01-29T16:00:00Z,2,0.037,NA,14020004000696,390,39001,0,0.00860734971987049,3.83778641916247e-6,41000700073384,1402,no
3535,centers,38.9236600980469,-108.100200955078,75557563,Porter Reservoir Number One,185278,7.3504412083141e-4,NA,NA,NA,NA,NA,2009-09-10T05:50:29Z,2,0.031,NA,14020005001402,390,39004,0,0.0079619986650244,3.2344622033002e-6,41000700074585,1402,no
3536,centers,39.0355568921875,-107.938687301563,75556913,Donnely Reservoir,175251,8.449693986573e-4,NA,NA,NA,NA,NA,2007-11-28T07:05:29Z,2,0.101,NA,14020005001491,390,39004,0,0.0186033070871408,1.0518824520671e-5,41000700074330,1402,no
3537,centers,39.0474279521484,-107.832329586523,75563979,Trio Reservoir,175372,7.6033480258746e-4,NA,NA,NA,NA,NA,2007-11-28T07:06:00Z,2,0.052,NA,14020005001330,390,39001,0,0.0127354669293196,5.37200444332195e-6,41000700074331,1402,no
3538,centers,37.937672221875,-107.671664596875,70223143,NA,NA,0.00101610041338332,NA,NA,NA,NA,NA,2003-02-13T16:00:00Z,2,0.057,NA,14020006004924,436,43625,0,0.0100489789869537,5.81936841083652e-6,41000700074334,1402,no
3539,centers,38.0372579464844,-107.312987215234,64462260,NA,NA,9.4304683892569e-4,NA,NA,NA,NA,NA,2002-12-09T16:00:00Z,2,0.038,NA,14020002001044,390,39004,0,0.00777444646630294,3.88938150788747e-6,41000700074349,1402,no
3540,centers,39.0359084210938,-107.91914492734401,75556915,Pedro Reservoir,175247,5.8820668992301e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.043,NA,14020005001336,390,39001,0,0.0123083617073153,4.46781716388999e-6,41000700074260,1402,no
3541,centers,38.99442088125,-108.05684760625,75557497,Little Battlement Lake,185270,8.92860622739e-4,NA,NA,NA,NA,NA,2015-09-28T17:00:00Z,2,0.05993442,NA,14020005001383,390,39004,0,0.0117178844431547,6.2317328117991e-6,41000700074262,1402,no
3542,centers,39.0423663851563,-107.683464274219,68574332,Pine Cone Reservoir,175420,4.6961589590852e-4,NA,NA,NA,NA,NA,2003-01-29T16:00:00Z,2,0.019,NA,14020004003714,390,39001,0,0.00621085474213825,2.02676449593306e-6,41000700074307,1402,no
3543,centers,39.0332899136719,-108.075897159766,75565003,Grand Mesa Reservoir Number 6,198331,0.0011486028288967,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.079,NA,14020005001462,390,39001,0,0.0136289931533129,8.20914491009609e-6,41000700074268,1402,no
3544,centers,38.844063478125,-107.030911428125,65880521,Green Lake,186683,4.2648038166232e-4,NA,NA,NA,NA,NA,2012-10-28T17:00:00Z,2,0.01021913,3234.8424,14020001002565,390,39009,0,0.00396505641785339,1.06032990780175e-6,41000700074291,1402,no
3545,centers,38.5237333492187,-106.941432788281,69189447,NA,NA,5.1230842217204e-4,NA,NA,NA,NA,NA,2015-09-27T17:00:00Z,2,0.01236132,NA,14020003003927,390,39004,0,0.00485906584026558,1.27696688644649e-6,41000700074370,1402,no
3546,centers,38.2707370351562,-107.565171614844,64479286,Fish Creek Reservoir Number 1,188270,7.1933347646362e-4,NA,NA,NA,NA,NA,2002-12-09T16:00:00Z,2,0.048,NA,14020002001028,390,39004,0,0.0134642088857146,4.96967035568988e-6,41000700074365,1402,no
3547,centers,39.0555267898437,-107.897076844531,75556821,Stell Lake,175331,4.2382982016447e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.012,NA,14020005001293,390,39004,0,0.0045596163575346,1.26008042053437e-6,41000700074413,1402,no
3548,centers,39.0343095917969,-107.972709357422,75556917,Skinned Horse Reservoir,175268,6.8952907368691e-4,NA,NA,NA,NA,NA,2012-10-28T17:00:00Z,2,0.04142513,3092.5008,14020005001327,390,39009,0,0.0103260343859648,4.30956712438577e-6,41000700074415,1402,no
3549,centers,39.0206997373047,-107.963658070508,75556979,Womack Reservoir Number 2,175263,9.842175185592e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.094,NA,14020005001496,390,39004,0,0.0191894792333395,9.82580380501142e-6,41000700074417,1402,no
3550,centers,38.9994246352539,-108.041935816699,75574845,Granby Reservoir Number 12,169478,0.0015196717930251,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.171,NA,14020005001503,390,39004,0,0.0271771856243254,1.77657461070562e-5,41000700074434,1402,no
3551,centers,38.9948836164063,-107.724682636719,68576894,Brockman Reservoir Number 2,186310,6.462815434776e-4,NA,NA,NA,NA,NA,2003-01-29T16:00:00Z,2,0.021,NA,14020004003958,390,39001,0,0.00642151978441971,2.1390419422531e-6,41000700074477,1402,no
3552,centers,38.9690012958984,-107.338255623633,68582240,Paonia Reservoir,186391,0.0018925277227191,NA,NA,NA,NA,NA,2012-10-28T17:00:00Z,2,1.35719083,1965.96,14020004000655,390,39009,0,0.127945432440056,1.4104597696882e-4,41000700074490,1402,no
3553,centers,38.7948289875,-107.1275501375,64439438,NA,NA,3.7513799521526e-4,NA,NA,NA,NA,NA,2002-12-09T16:00:00Z,2,0.011,NA,14020002005672,390,39004,0,0.00473743894959072,1.12537630984705e-6,41000700074503,1402,no
3554,centers,38.0012147851563,-107.808726538281,70226197,Blue Lakes,203291,5.1555899937853e-4,NA,NA,NA,NA,NA,2007-10-14T07:05:33Z,2,0.021,NA,14020006000541,390,39004,0,0.00701294819621035,2.18617417987837e-6,41000700074658,1402,no
3555,centers,39.0242653734375,-107.948003295313,75556973,Kiser Slough Reservoir,175253,8.7794662447066e-4,NA,NA,NA,NA,NA,2012-10-28T17:00:00Z,2,0.06325102,2995.2696,14020005001350,390,39012,0,0.0124075247100489,6.5793205018226e-6,41000700074498,1402,no
3556,centers,38.0578058459961,-107.045961609277,64466788,Dry Lake,188753,0.00204261562780992,NA,NA,NA,NA,NA,2007-12-28T21:42:19Z,2,0.191,NA,14020002001046,390,39001,0,0.0166643318887791,1.96054986591317e-5,41000700074499,1402,no
3557,centers,39.0210651273437,-107.960563869531,75556983,Boyd Reservoir,175264,5.200662030879e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.023,NA,14020005005522,390,39001,0,0.00774926881234578,2.40916530584325e-6,41000700074583,1402,no
3558,centers,38.2616745035156,-107.557120927734,64479320,NA,NA,3.9877333504361e-4,NA,NA,NA,NA,NA,2002-12-09T16:00:00Z,2,0.01,NA,14020002007975,390,39001,0,0.00431972835724515,1.07332944778866e-6,41000700080144,1402,no
3559,centers,39.0530517984375,-107.929522523437,75556829,Upper Eggleston Lake,175288,0.00136019603124868,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.118,NA,14020005001291,390,39004,0,0.0191092024262793,1.2305576852907e-5,41000700080175,1402,no
3560,centers,39.0661897071289,-107.828211948144,75563931,Weir and Johnson Reservoir,175380,0.00109040755925953,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.125,NA,14020005001288,390,39004,0,0.0231393846994212,1.30131926063118e-5,41000700080177,1402,no
3561,centers,38.713918671875,-106.618440053125,65876959,NA,NA,4.0575211182201e-4,NA,NA,NA,NA,NA,2003-01-05T16:00:00Z,2,0.019,NA,14020001000561,390,39004,0,0.00685896700787372,1.97701435162324e-6,41000700080193,1402,no
3562,centers,39.1585591140625,-107.366035085937,68583412,Island Lake,175189,3.2791642412684e-4,NA,NA,NA,NA,NA,2003-01-29T16:00:00Z,2,0.014,NA,14020004000623,390,39004,0,0.00767886460811735,1.49370579756042e-6,41000700080394,1402,no
3563,centers,38.7552854367188,-107.170433589844,64439541,Costo Lake,186650,5.3125479568137e-4,NA,NA,NA,NA,NA,2002-12-09T16:00:00Z,2,0.021,NA,14020002005689,390,39004,0,0.00709397342416141,2.21964671534736e-6,41000700080566,1402,no
3564,centers,38.7709891902344,-107.229862626953,68570042,NA,NA,6.1103372764429e-4,NA,NA,NA,NA,NA,2003-01-29T16:00:00Z,2,0.019,NA,14020004003311,390,39004,0,0.00581603932218375,1.9769132427712e-6,41000700080212,1402,no
3565,centers,39.0536964478516,-107.978605969727,75556819,Wolverine Lake,175283,3.4528393403636e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.039,NA,14020005001282,390,39004,0,0.0169630973490598,4.02149146529588e-6,41000700072385,1402,no
3566,centers,39.0349181195312,-107.884225132031,75556929,Weir Park Reservoir,175236,6.4659337049134e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.035,NA,14020005001349,390,39001,0,0.00935792570914671,3.62778902648546e-6,41000700072387,1402,no
3567,centers,38.9207304222656,-108.077897792578,75557571,Clark Reservoir,185289,5.1329447876262e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.018,NA,14020005001411,390,39001,0,0.00567260380731422,1.8384158009801e-6,41000700072389,1402,no
3568,centers,39.069613940625,-107.820521159375,75563921,Leon Park Reservoir,175382,6.7961472112289e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.074,NA,14020005001287,390,39001,0,0.0194466283954681,7.65892682735644e-6,41000700072393,1402,no
3569,centers,38.2254193757568,-107.539657596606,64451411,NA,NA,0.00332355698062702,NA,NA,NA,NA,NA,2012-10-28T17:00:00Z,2,1.12112943,2720.6448,14020002001034,390,39009,0,0.0777929466356962,1.1534468441531e-4,41000700080562,1402,no
3570,centers,38.3031986042969,-107.485753792578,64465842,Mack Lake,188300,4.8525595546239e-4,NA,NA,NA,NA,NA,2002-12-09T16:00:00Z,2,0.013,NA,14020002006885,390,39004,0,0.00503664796183491,1.29537518488715e-6,41000700080588,1402,no
3571,centers,37.9282867953125,-107.327437042187,64463232,NA,NA,0.00043847440537955003,NA,NA,NA,NA,NA,2002-12-09T16:00:00Z,2,0.016,NA,14020002001053,390,39004,0,0.00580484706158362,1.63082753271617e-6,41000700080738,1402,no
3572,centers,38.357301121875,-107.379961384375,64465689,NA,NA,5.0168128233232e-4,NA,NA,NA,NA,NA,2002-12-09T16:00:00Z,2,0.02,NA,14020002006830,390,39004,0,0.00604238844751226,2.0911152179902e-6,41000700080739,1402,no
3573,centers,38.3393242123047,-107.646775588867,70214601,Buckhorn Lakes,188262,0.00108930257693247,NA,NA,NA,NA,NA,2012-10-28T17:00:00Z,2,0.07613973,2962.656,14020006000528,390,39009,0,0.0151925548192474,7.84571734455555e-6,41000700080620,1402,no
3574,centers,39.0193111571289,-108.208710282324,75563281,"Bolen, Anderson, Jocobs Reservoir Number 2",199669,0.00140653157807965,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.122,NA,14020005001314,390,39001,0,0.0185104339867731,1.27289020048983e-5,41000700080971,1402,no
3575,centers,39.044346878125,-107.822051696875,75563999,Cole Reservoir Number 3,199153,4.7406346036734e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.01,NA,14020005005902,390,39004,0,0.00371084352054625,1.01804635017868e-6,41000700080973,1402,no
3576,centers,37.9636749296875,-106.820053020312,69190077,NA,NA,7.0053845899888e-4,NA,NA,NA,NA,NA,2003-02-03T16:00:00Z,2,0.032,NA,14020003003944,390,39004,0,0.007914487847138,3.3122064452666e-6,41000700080766,1402,no
3577,centers,37.9594819554688,-106.841521646094,69190081,NA,NA,5.9552844641403e-4,NA,NA,NA,NA,NA,2003-02-03T16:00:00Z,2,0.016,NA,14020003003946,390,39004,0,0.00506005634669653,1.65989300817841e-6,41000700080767,1402,no
3578,centers,37.9229918914063,-107.730772333594,70223161,Ptarmigan Lake,187217,7.0637768355438e-4,NA,NA,NA,NA,NA,2012-10-28T17:00:00Z,2,0.02605068,3943.8072,14020006000546,390,39009,0,0.00662315692884362,2.66935495838472e-6,41000700080945,1402,no
3579,centers,38.9774334261719,-108.113419149609,75557529,Crane Lake,185274,6.9539242807294e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.025,NA,14020005001390,390,39004,0,0.00631763298279679,2.58889480974806e-6,41000700080964,1402,no
3580,centers,38.9095119996094,-106.574929039453,65882343,NA,NA,4.6275046704601e-4,NA,NA,NA,NA,NA,2003-01-05T16:00:00Z,2,0.014,NA,14020001000534,390,39004,0,0.00578393791329753,1.50305865309859e-6,41000700080995,1402,no
3581,centers,39.0170784242188,-107.325036180469,68573012,NA,NA,2.7835374245493e-4,NA,NA,NA,NA,NA,2003-01-29T16:00:00Z,2,0.01,NA,14020004003640,390,39004,0,0.00510189328399674,1.04875272563578e-6,41000700081008,1402,no
3582,centers,39.0260122375,-107.9775528125,75556959,McCullough Reservoir,175269,6.7364542981124e-4,NA,NA,NA,NA,NA,2005-08-30T03:23:27Z,2,0.032,NA,14020005001472,390,39001,0,0.00785032866980924,3.36200270954101e-6,41000700080805,1402,no
3583,centers,39.0169508152344,-107.892343176953,75557009,NA,NA,3.3421452433953e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.013,NA,14020005005533,390,39001,0,0.00615878195062237,1.34304763137827e-6,41000700080806,1402,no
3584,centers,39.0228637279297,-108.19881322207,75563275,Anderson Reservoir Number 6,174653,7.295713287399e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.043,NA,14020005001303,390,39001,0,0.00897793564932919,4.4905317216482e-6,41000700080812,1402,no
3585,centers,39.0070649952148,-108.131332706543,75563289,Deep Creek Reservoir Number 2,174652,0.00167743557030889,NA,NA,NA,NA,NA,2007-11-28T07:06:35Z,2,0.148,NA,14020005001352,390,39001,0,0.0170834747137179,1.54274571054161e-5,41000700081034,1402,no
3586,centers,38.2821915269531,-107.581119113672,64479208,NA,NA,4.9542678160685e-4,NA,NA,NA,NA,NA,2002-12-09T16:00:00Z,2,0.01,NA,14020002007925,390,39004,0,0.00381748543781715,1.06158623450336e-6,41000700078318,1402,no
3587,centers,38.5390363929687,-108.345495650781,75550855,Harry White Reservoirs,185633,5.8154080405932e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.026,NA,14020005001446,390,39004,0,0.00798402460608197,2.67409392949322e-6,41000700078358,1402,no
3588,centers,39.0497912687012,-107.875980413525,75563969,Park Reservoir,199275,0.00280946314453808,NA,NA,NA,NA,NA,2012-10-28T17:00:00Z,2,0.46057636,3026.0544,14020005001300,390,39012,0,0.0385569655144728,4.79259260311841e-5,41000700078586,1402,no
3589,centers,39.0364375800781,-107.910831984766,75556909,Youngs Creek Reservoir Number 1,175241,7.5010534399538e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.041,NA,14020005001490,390,39004,0,0.0107476458785202,4.25101604236655e-6,41000700073652,1402,no
3590,centers,38.3396658019531,-107.454412906641,64465738,Swanson Lake,188295,9.6195232332521e-4,NA,NA,NA,NA,NA,2002-12-09T16:00:00Z,2,0.046,NA,14020002001024,390,39004,0,0.00829318161777443,4.74539116300018e-6,41000700078614,1402,no
3591,centers,38.3111714859375,-107.466621639062,64465814,Van Boxel Lakes,188299,4.7847948182516e-4,NA,NA,NA,NA,NA,2002-12-09T16:00:00Z,2,0.01,NA,14020002006874,390,39004,0,0.00390633763172574,1.0056950990999e-6,41000700078616,1402,no
3592,centers,38.6568841828125,-107.400818132813,64468514,Bald Mountain Reservoir,186736,5.9733998918447e-4,NA,NA,NA,NA,NA,2002-12-09T16:00:00Z,2,0.017,NA,14020002007056,390,39004,0,0.00500023527729781,1.71785471468191e-6,41000700078620,1402,no
3593,centers,39.0110060873047,-108.10840232207,75565147,Grand Mesa Reservoir Number 1,199677,0.00196478137814536,NA,NA,NA,NA,NA,2007-11-28T07:08:20Z,2,0.2,NA,14020005001464,390,39001,0,0.0225854519958926,2.08053259754234e-5,41000700078431,1402,no
3594,centers,38.9788181050781,-107.704617902734,68576914,Sheep Drive Reservoir,186315,5.8008405125983e-4,NA,NA,NA,NA,NA,2007-10-27T02:37:34Z,2,0.017,NA,14020004003968,390,39004,0,0.00587410277081606,1.77889979004907e-6,41000700079034,1402,no
3595,centers,37.9180640484375,-107.481846601562,64472588,NA,NA,5.0064739657043e-4,NA,NA,NA,NA,NA,2002-12-09T16:00:00Z,2,0.012,NA,14020002001052,390,39004,0,0.00464765897289563,1.26494728718493e-6,41000700078623,1402,no
3596,centers,39.0525198882812,-108.022612416406,69998568,NA,NA,3.9478293956769e-4,NA,NA,NA,NA,NA,2010-07-21T06:14:57Z,2,0.011,NA,14020005009096,390,39004,0,0.00565007113278085,1.11461912765978e-6,41000700078653,1402,no
3597,centers,39.0515632152344,-107.321822044141,68572896,NA,NA,6.1500235065872e-4,NA,NA,NA,NA,NA,2003-01-29T16:00:00Z,2,0.02,NA,14020004000637,390,39004,0,0.006077784152869,2.05385041141392e-6,41000700078870,1402,no
3598,centers,38.93904618125,-106.65073581875,65878537,NA,NA,3.555390840496e-4,NA,NA,NA,NA,NA,2003-01-05T16:00:00Z,2,0.012,NA,14020001002398,390,39004,0,0.00567223047241863,1.27609057159943e-6,41000700078998,1402,no
3599,centers,39.026697590332,-108.214699346582,75563271,Bolen Reservoir,174654,0.00214150008000279,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.202,NA,14020005001289,390,39001,0,0.0199955832560262,2.09649320193253e-5,41000700079269,1402,no
3600,centers,38.5083285828125,-107.425620004687,64481584,Allen Pond,186904,5.9563922738636e-4,NA,NA,NA,NA,NA,2002-12-09T16:00:00Z,2,0.019,NA,14020002008093,390,39004,0,0.00543801659116358,1.97660204499987e-6,41000700079072,1402,no
3601,centers,39.03803218125,-107.70000309375,68574342,Miller Reservoir,175417,4.9579229830407e-4,NA,NA,NA,NA,NA,2003-01-29T16:00:00Z,2,0.019,NA,14020004000630,390,39001,0,0.00585859888485849,1.92774689400536e-6,41000700078872,1402,no
3602,centers,39.0115810328125,-107.714123192188,68574414,Hartman Reservoir,175400,4.9493037912644e-4,NA,NA,NA,NA,NA,2003-01-29T16:00:00Z,2,0.013,NA,14020004003741,390,39001,0,0.00483909498978026,1.35199875136697e-6,41000700078873,1402,no
3603,centers,39.039778177539,-108.024135128711,75564945,Scales Lake Number 1,174714,9.6029302594366e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.147,NA,14020005001299,390,39001,0,0.0314584104477709,1.52931098147548e-5,41000700079273,1402,no
3604,centers,39.0062175007812,-108.010597583594,75565165,NA,NA,5.7314848638017e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.034,NA,14020005001366,390,39001,0,0.00895956894568174,3.49664506691391e-6,41000700079275,1402,no
3605,centers,38.3518659482422,-106.558081147852,69200181,Needle Creek Reservoir,189803,0.00132147988401696,NA,NA,NA,NA,NA,2007-10-12T06:32:02Z,2,0.15,NA,14020003000542,390,39004,0,0.0273729580318373,1.54772603808543e-5,41000700079471,1402,no
3606,centers,39.0511071121094,-107.955569803516,75556835,Upper Hotel Lake,175291,7.401909857724e-4,NA,NA,NA,NA,NA,2007-11-28T07:05:01Z,2,0.105,NA,14020005001285,390,39004,0,0.0222220206810508,1.09471575282958e-5,41000700079478,1402,no
3607,centers,38.5471249164062,-107.540558021094,64445384,NA,NA,4.5354852359614e-4,NA,NA,NA,NA,NA,2002-12-09T16:00:00Z,2,0.016,NA,14020002005962,390,39004,0,0.00545152874619608,1.63794475938497e-6,41000700079487,1402,no
3608,centers,38.94445896875,-108.16005529375,75559111,Blue Lake,185258,4.1378841760777e-4,NA,NA,NA,NA,NA,2003-03-13T16:00:00Z,2,0.014,NA,14020005001395,390,39004,0,0.0061881255063951,1.44868923326379e-6,41000700079727,1402,no
3609,centers,38.5219714421875,-106.941423117187,69189337,NA,NA,6.6088904546907e-4,NA,NA,NA,NA,NA,2015-09-27T17:00:00Z,2,0.04550076,NA,14020003003922,390,39004,0,0.0107987393138395,4.70022703568709e-6,41000700079528,1402,no
3610,centers,38.5122739257812,-106.541024732031,69193897,Hot Springs Reservoir,189038,8.9009610700204e-4,NA,NA,NA,NA,NA,2003-02-03T16:00:00Z,2,0.113,NA,14020003000540,390,39004,0,0.0228066617279418,1.17003409792659e-5,41000700079529,1402,no
